student_id,registration_number,full_name,gender,date_of_birth,cnic,city,province,email,phone,university,campus,degree_program,degree_code,batch_year,total_credits,total_quality_points,cgpa
2040,2021-BS-AI-2040,Iqra Shaikh,Female,2006-05-29,65194-4932915-9,Peshawar,KPK,iqra.shaikh2040@student.university.pk,03854682192,University of Karachi,City Campus,BS Artificial Intelligence,BS-AI,2021,110,347.40000000000003,3.16
2041,2021-BS-AI-2041,Hussain Mirza,Male,2007-07-17,54829-2775723-7,Peshawar,Punjab,hussain.mirza2041@student.university.pk,03994841384,COMSATS University Islamabad,City Campus,BS Artificial Intelligence,BS-AI,2021,127,414.2,3.26
2042,2020-BS-AI-2042,Zainab Raza,Female,2001-08-14,34624-7808463-0,Lahore,KPK,zainab.raza2042@student.university.pk,03766501883,COMSATS University Islamabad,Main Campus,BS Artificial Intelligence,BS-AI,2020,119,396.0,3.33
2043,2021-BS-AI-2043,Fahad Syed,Male,2004-05-29,40638-2573971-5,Peshawar,KPK,fahad.syed2043@student.university.pk,03423108761,COMSATS University Islamabad,North Campus,BS Artificial Intelligence,BS-AI,2021,133,440.2,3.31
2044,2019-BS-AI-2044,Sana Malik,Female,2004-10-06,95277-8191536-4,Rawalpindi,Sindh,sana.malik2044@student.university.pk,03790237479,Punjab University College of Information Technology,North Campus,BS Artificial Intelligence,BS-AI,2019,111,380.4,3.43
2045,2019-BS-AI-2045,Sadia Hussain,Female,2005-01-22,70411-9111031-3,Peshawar,Sindh,sadia.hussain2045@student.university.pk,03892044472,University of Karachi,City Campus,BS Artificial Intelligence,BS-AI,2019,119,386.3,3.25
2046,2020-BS-AI-2046,Zainab Javed,Female,2002-06-29,66202-8597080-0,Lahore,Sindh,zainab.javed2046@student.university.pk,03338963196,University of Karachi,South Campus,BS Artificial Intelligence,BS-AI,2020,111,378.8,3.41
2047,2020-BS-AI-2047,Hira Ahmed,Female,2003-05-16,94716-3864474-4,Rawalpindi,KPK,hira.ahmed2047@student.university.pk,03034194047,National University of Sciences and Technology,City Campus,BS Artificial Intelligence,BS-AI,2020,124,429.0,3.46
2048,2019-BS-AI-2048,Bilal Malik,Male,2002-08-14,22339-2675675-4,Rawalpindi,Punjab,bilal.malik2048@student.university.pk,03368234321,National University of Sciences and Technology,North Campus,BS Artificial Intelligence,BS-AI,2019,121,384.9,3.18
2049,2020-BS-AI-2049,Khadija Raza,Female,2001-04-29,58215-1122857-9,Peshawar,Punjab,khadija.raza2049@student.university.pk,03031118074,University of Lahore,North Campus,BS Artificial Intelligence,BS-AI,2020,129,419.8,3.25
2050,2021-BS-AI-2050,Sadia Javed,Female,2001-12-08,64595-5596360-0,Lahore,Sindh,sadia.javed2050@student.university.pk,03867149463,University of Lahore,Main Campus,BS Artificial Intelligence,BS-AI,2021,138,459.3,3.33
2051,2020-BS-AI-2051,Sara Chaudhry,Female,2003-07-21,71270-1653160-5,Quetta,Punjab,sara.chaudhry2051@student.university.pk,03982363716,University of Karachi,Main Campus,BS Artificial Intelligence,BS-AI,2020,128,425.6,3.32
2052,2022-BS-AI-2052,Hira Chaudhry,Female,2007-05-29,19973-2184456-0,Quetta,Sindh,hira.chaudhry2052@student.university.pk,03917489690,University of Karachi,City Campus,BS Artificial Intelligence,BS-AI,2022,124,421.2,3.4
2053,2020-BS-AI-2053,Danish Yousaf,Male,2001-08-01,41701-9057843-6,Peshawar,Punjab,danish.yousaf2053@student.university.pk,03989675979,COMSATS University Islamabad,Main Campus,BS Artificial Intelligence,BS-AI,2020,124,415.8,3.35
2054,2022-BS-AI-2054,Anum Javed,Female,2004-09-23,22225-5195115-1,Islamabad,Punjab,anum.javed2054@student.university.pk,03956570076,COMSATS University Islamabad,City Campus,BS Artificial Intelligence,BS-AI,2022,116,395.9,3.41
2055,2021-BS-AI-2055,Salman Khan,Male,2007-05-17,10288-7350959-6,Rawalpindi,KPK,salman.khan2055@student.university.pk,03247640380,University of Lahore,City Campus,BS Artificial Intelligence,BS-AI,2021,113,378.4,3.35
2056,2020-BS-AI-2056,Salman Butt,Male,2002-08-07,43731-4501186-7,Rawalpindi,Punjab,salman.butt2056@student.university.pk,03479443222,University of Karachi,City Campus,BS Artificial Intelligence,BS-AI,2020,118,376.6,3.19
2057,2020-BS-AI-2057,Sara Yousaf,Female,2002-11-22,47260-5179026-8,Peshawar,Sindh,sara.yousaf2057@student.university.pk,03868338774,National University of Sciences and Technology,North Campus,BS Artificial Intelligence,BS-AI,2020,127,425.7,3.35
2058,2021-BS-AI-2058,Fahad Hussain,Male,2004-03-21,12845-6828339-2,Quetta,KPK,fahad.hussain2058@student.university.pk,03070366677,National University of Sciences and Technology,City Campus,BS Artificial Intelligence,BS-AI,2021,119,390.0,3.28
2059,2021-BS-AI-2059,Khadija Mirza,Female,2007-06-18,52828-4515318-5,Karachi,Punjab,khadija.mirza2059@student.university.pk,03967300232,University of Karachi,South Campus,BS Artificial Intelligence,BS-AI,2021,110,369.59999999999997,3.36
2060,2019-BS-AI-2060,Farhan Yousaf,Male,2001-09-06,14932-6707994-4,Karachi,KPK,farhan.yousaf2060@student.university.pk,03726723636,University of Karachi,City Campus,BS Artificial Intelligence,BS-AI,2019,145,484.4,3.34
2061,2022-BS-AI-2061,Kashif Qureshi,Male,2001-01-30,68978-5332113-7,Peshawar,Islamabad Capital Territory,kashif.qureshi2061@student.university.pk,03699518125,Punjab University College of Information Technology,South Campus,BS Artificial Intelligence,BS-AI,2022,115,376.9,3.28
2062,2022-BS-AI-2062,Imran Ahmed,Male,2003-02-18,20752-2355491-0,Karachi,Balochistan,imran.ahmed2062@student.university.pk,03916910905,National University of Computer and Emerging Sciences,North Campus,BS Artificial Intelligence,BS-AI,2022,115,375.8,3.27
2063,2021-BS-AI-2063,Saad Ilyas,Male,1999-02-25,10006-6682552-1,Quetta,Balochistan,saad.ilyas2063@student.university.pk,03758116597,Punjab University College of Information Technology,South Campus,BS Artificial Intelligence,BS-AI,2021,140,445.1,3.18
2064,2020-BS-AI-2064,Ayesha Ahmed,Female,2002-04-24,47235-4481057-5,Multan,KPK,ayesha.ahmed2064@student.university.pk,03485561241,University of Lahore,City Campus,BS Artificial Intelligence,BS-AI,2020,126,413.5,3.28
2065,2022-BS-AI-2065,Maham Khan,Female,2007-11-26,85577-4847454-7,Peshawar,KPK,maham.khan2065@student.university.pk,03096666133,National University of Sciences and Technology,South Campus,BS Artificial Intelligence,BS-AI,2022,127,406.5,3.2
2066,2020-BS-AI-2066,Laiba Malik,Female,1999-07-10,53402-8477648-1,Peshawar,Punjab,laiba.malik2066@student.university.pk,03868335522,National University of Computer and Emerging Sciences,South Campus,BS Artificial Intelligence,BS-AI,2020,129,431.5,3.34
2067,2022-BS-AI-2067,Fatima Hussain,Female,2001-09-15,32600-7314811-4,Karachi,Punjab,fatima.hussain2067@student.university.pk,03853449784,University of Lahore,South Campus,BS Artificial Intelligence,BS-AI,2022,125,428.4,3.43
2068,2022-BS-AI-2068,Imran Syed,Male,2003-10-20,35672-6420320-8,Peshawar,Islamabad Capital Territory,imran.syed2068@student.university.pk,03364653981,University of Karachi,Main Campus,BS Artificial Intelligence,BS-AI,2022,124,406.90000000000003,3.28
2069,2021-BS-AI-2069,Maryam Khan,Female,2006-01-28,21017-4496308-0,Lahore,Sindh,maryam.khan2069@student.university.pk,03128965255,Punjab University College of Information Technology,South Campus,BS Artificial Intelligence,BS-AI,2021,124,424.6,3.42
2070,2019-BS-AI-2070,Madiha Hussain,Female,2007-09-27,38342-7497669-5,Multan,Balochistan,madiha.hussain2070@student.university.pk,03580354364,Punjab University College of Information Technology,South Campus,BS Artificial Intelligence,BS-AI,2019,118,398.5,3.38
2071,2020-BS-AI-2071,Hira Malik,Female,2000-03-06,92426-5331289-6,Faisalabad,Punjab,hira.malik2071@student.university.pk,03450808173,University of Lahore,North Campus,BS Artificial Intelligence,BS-AI,2020,123,411.2,3.34
2072,2022-BS-AI-2072,Maryam Syed,Female,1999-03-06,21636-8999003-0,Lahore,Punjab,maryam.syed2072@student.university.pk,03339843354,National University of Sciences and Technology,South Campus,BS Artificial Intelligence,BS-AI,2022,128,417.6,3.26
2073,2022-BS-AI-2073,Maryam Ahmed,Female,2007-12-08,32683-7936983-2,Multan,KPK,maryam.ahmed2073@student.university.pk,03457959758,Punjab University College of Information Technology,South Campus,BS Artificial Intelligence,BS-AI,2022,115,379.6,3.3
2074,2022-BS-AI-2074,Maryam Yousaf,Female,2002-12-26,44729-9318064-5,Quetta,Sindh,maryam.yousaf2074@student.university.pk,03892443669,University of Karachi,South Campus,BS Artificial Intelligence,BS-AI,2022,120,400.0,3.33
2075,2022-BS-AI-2075,Laiba Syed,Female,2001-03-14,43259-1461312-3,Quetta,Punjab,laiba.syed2075@student.university.pk,03957532080,COMSATS University Islamabad,South Campus,BS Artificial Intelligence,BS-AI,2022,133,425.8,3.2
2076,2022-BS-AI-2076,Aimen Ilyas,Female,2002-09-16,65214-8839085-5,Multan,KPK,aimen.ilyas2076@student.university.pk,03045586276,COMSATS University Islamabad,Main Campus,BS Artificial Intelligence,BS-AI,2022,119,405.9,3.41
2077,2020-BS-AI-2077,Zain Ilyas,Male,2001-12-07,95424-4489005-0,Rawalpindi,KPK,zain.ilyas2077@student.university.pk,03120204755,National University of Sciences and Technology,South Campus,BS Artificial Intelligence,BS-AI,2020,127,410.7,3.23
2078,2020-BS-AI-2078,Muhammad Malik,Male,2004-05-27,41741-5873860-4,Peshawar,Sindh,muhammad.malik2078@student.university.pk,03660009613,Punjab University College of Information Technology,North Campus,BS Artificial Intelligence,BS-AI,2020,118,402.1,3.41
2079,2020-BS-AI-2079,Maryam Rana,Female,2005-05-05,63951-8211473-0,Faisalabad,KPK,maryam.rana2079@student.university.pk,03355896619,COMSATS University Islamabad,City Campus,BS Artificial Intelligence,BS-AI,2020,121,414.2,3.42
2080,2021-BS-AI-2080,Muhammad Butt,Male,2003-03-26,86665-7067867-6,Karachi,Islamabad Capital Territory,muhammad.butt2080@student.university.pk,03119413975,National University of Computer and Emerging Sciences,City Campus,BS Artificial Intelligence,BS-AI,2021,128,432.6,3.38
2081,2020-BS-AI-2081,Ali Yousaf,Male,2007-05-08,68696-5641950-6,Quetta,Sindh,ali.yousaf2081@student.university.pk,03183500120,National University of Computer and Emerging Sciences,North Campus,BS Artificial Intelligence,BS-AI,2020,117,395.5,3.38
2082,2022-BS-AI-2082,Zainab Chaudhry,Female,2006-03-10,97677-1001005-4,Peshawar,Balochistan,zainab.chaudhry2082@student.university.pk,03767049274,National University of Computer and Emerging Sciences,South Campus,BS Artificial Intelligence,BS-AI,2022,128,419.6,3.28
2083,2020-BS-AI-2083,Anum Yousaf,Female,2005-07-12,58347-7779942-5,Faisalabad,Islamabad Capital Territory,anum.yousaf2083@student.university.pk,03292424462,National University of Computer and Emerging Sciences,North Campus,BS Artificial Intelligence,BS-AI,2020,127,421.6,3.32
2084,2020-BS-AI-2084,Ayesha Sheikh,Female,2001-02-05,75061-8093626-4,Islamabad,Punjab,ayesha.sheikh2084@student.university.pk,03310484377,University of Lahore,City Campus,BS Artificial Intelligence,BS-AI,2020,132,454.5,3.44
2085,2020-BS-AI-2085,Danish Butt,Male,2007-05-27,18793-5250958-0,Multan,Punjab,danish.butt2085@student.university.pk,03981810500,Punjab University College of Information Technology,City Campus,BS Artificial Intelligence,BS-AI,2020,128,425.9,3.33
2086,2022-BS-AI-2086,Zainab Qureshi,Female,2007-10-27,50308-8567652-3,Lahore,Islamabad Capital Territory,zainab.qureshi2086@student.university.pk,03660478809,National University of Computer and Emerging Sciences,North Campus,BS Artificial Intelligence,BS-AI,2022,108,346.90000000000003,3.21
2087,2020-BS-AI-2087,Ali Butt,Male,2003-02-02,10349-4153740-5,Quetta,Punjab,ali.butt2087@student.university.pk,03471096872,National University of Sciences and Technology,North Campus,BS Artificial Intelligence,BS-AI,2020,127,422.5,3.33
2088,2021-BS-AI-2088,Laiba Ahmed,Female,1998-03-10,20759-7816369-6,Islamabad,Punjab,laiba.ahmed2088@student.university.pk,03874538706,University of Lahore,City Campus,BS Artificial Intelligence,BS-AI,2021,105,334.1,3.18
2089,2020-BS-AI-2089,Hafsa Mirza,Female,2001-05-23,11135-3371530-5,Lahore,Punjab,hafsa.mirza2089@student.university.pk,03137320792,National University of Sciences and Technology,Main Campus,BS Artificial Intelligence,BS-AI,2020,122,409.7,3.36
2090,2020-BS-AI-2090,Sana Butt,Female,2002-09-10,25588-9203376-8,Quetta,Islamabad Capital Territory,sana.butt2090@student.university.pk,03156877123,COMSATS University Islamabad,North Campus,BS Artificial Intelligence,BS-AI,2020,119,398.4,3.35
2091,2021-BS-AI-2091,Maham Malik,Female,2007-01-27,78003-2855595-6,Peshawar,Sindh,maham.malik2091@student.university.pk,03284356696,Punjab University College of Information Technology,North Campus,BS Artificial Intelligence,BS-AI,2021,124,413.1,3.33
2092,2019-BS-AI-2092,Madiha Raza,Female,2000-05-31,17272-4289642-8,Rawalpindi,Sindh,madiha.raza2092@student.university.pk,03939573433,National University of Sciences and Technology,Main Campus,BS Artificial Intelligence,BS-AI,2019,131,413.9,3.16
2093,2019-BS-AI-2093,Saad Yousaf,Male,2000-02-14,89726-7207157-9,Peshawar,Punjab,saad.yousaf2093@student.university.pk,03933226296,National University of Sciences and Technology,City Campus,BS Artificial Intelligence,BS-AI,2019,128,417.1,3.26
2094,2022-BS-AI-2094,Maryam Malik,Female,2007-06-05,35322-5952500-1,Lahore,Punjab,maryam.malik2094@student.university.pk,03179123528,National University of Sciences and Technology,City Campus,BS Artificial Intelligence,BS-AI,2022,117,394.3,3.37
2095,2021-BS-AI-2095,Zain Yousaf,Male,1998-12-27,35660-1905530-1,Rawalpindi,Punjab,zain.yousaf2095@student.university.pk,03154605939,University of Lahore,North Campus,BS Artificial Intelligence,BS-AI,2021,122,406.4,3.33
2096,2019-BS-AI-2096,Maryam Malik,Female,2000-02-17,98043-2674504-0,Karachi,KPK,maryam.malik2096@student.university.pk,03411377441,Punjab University College of Information Technology,South Campus,BS Artificial Intelligence,BS-AI,2019,115,374.5,3.26
2097,2020-BS-AI-2097,Madiha Chaudhry,Female,2005-06-11,50032-6461593-4,Quetta,KPK,madiha.chaudhry2097@student.university.pk,03764596715,University of Lahore,South Campus,BS Artificial Intelligence,BS-AI,2020,124,417.3,3.37
2098,2019-BS-AI-2098,Usman Ahmed,Male,1999-08-03,64653-6147015-1,Faisalabad,Islamabad Capital Territory,usman.ahmed2098@student.university.pk,03945822802,National University of Sciences and Technology,City Campus,BS Artificial Intelligence,BS-AI,2019,125,415.5,3.32
2099,2020-BS-AI-2099,Ahmed Javed,Male,1999-03-05,30976-5195289-2,Faisalabad,Balochistan,ahmed.javed2099@student.university.pk,03922520292,National University of Computer and Emerging Sciences,Main Campus,BS Artificial Intelligence,BS-AI,2020,101,335.90000000000003,3.33
2100,2022-BS-AI-2100,Fahad Hussain,Male,2002-09-06,32347-7392603-9,Islamabad,Punjab,fahad.hussain2100@student.university.pk,03194935617,Punjab University College of Information Technology,North Campus,BS Artificial Intelligence,BS-AI,2022,117,373.3,3.19
2101,2019-BS-AI-2101,Hira Khan,Female,2003-12-08,11457-6792546-9,Rawalpindi,KPK,hira.khan2101@student.university.pk,03786898062,University of Lahore,Main Campus,BS Artificial Intelligence,BS-AI,2019,127,407.7,3.21
2102,2020-BS-AI-2102,Hussain Shaikh,Male,2003-07-10,30696-3445568-0,Islamabad,Punjab,hussain.shaikh2102@student.university.pk,03894194414,Punjab University College of Information Technology,Main Campus,BS Artificial Intelligence,BS-AI,2020,125,414.59999999999997,3.32
2103,2022-BS-AI-2103,Kashif Butt,Male,2004-04-08,26003-3428469-9,Quetta,Islamabad Capital Territory,kashif.butt2103@student.university.pk,03727289643,National University of Sciences and Technology,City Campus,BS Artificial Intelligence,BS-AI,2022,108,351.8,3.26
2104,2020-BS-AI-2104,Zainab Chaudhry,Female,2001-10-02,92805-9657185-6,Islamabad,Sindh,zainab.chaudhry2104@student.university.pk,03578681848,University of Lahore,Main Campus,BS Artificial Intelligence,BS-AI,2020,125,421.9,3.38
2105,2021-BS-AI-2105,Fahad Malik,Male,2001-03-25,49378-9004511-4,Karachi,Punjab,fahad.malik2105@student.university.pk,03245184829,National University of Computer and Emerging Sciences,South Campus,BS Artificial Intelligence,BS-AI,2021,114,378.2,3.32
2106,2022-BS-AI-2106,Aimen Rana,Female,1998-06-20,61398-5355118-3,Karachi,KPK,aimen.rana2106@student.university.pk,03195169781,University of Karachi,North Campus,BS Artificial Intelligence,BS-AI,2022,119,392.2,3.3
2107,2022-BS-AI-2107,Hassan Yousaf,Male,2001-09-10,59927-6831671-6,Quetta,Balochistan,hassan.yousaf2107@student.university.pk,03239602737,University of Karachi,South Campus,BS Artificial Intelligence,BS-AI,2022,126,412.1,3.27
2108,2019-BS-AI-2108,Ali Qureshi,Male,2002-05-14,22804-4246889-8,Karachi,Balochistan,ali.qureshi2108@student.university.pk,03228529036,University of Karachi,Main Campus,BS Artificial Intelligence,BS-AI,2019,119,398.9,3.35
2109,2020-BS-AI-2109,Ayesha Butt,Female,2003-05-29,76707-1279782-3,Peshawar,Balochistan,ayesha.butt2109@student.university.pk,03187499715,University of Karachi,Main Campus,BS Artificial Intelligence,BS-AI,2020,117,389.1,3.33
2110,2021-BS-AI-2110,Sara Butt,Female,2007-08-11,19623-3047411-4,Quetta,Punjab,sara.butt2110@student.university.pk,03832614135,University of Lahore,North Campus,BS Artificial Intelligence,BS-AI,2021,114,389.7,3.42
2111,2019-BS-AI-2111,Fatima Shaikh,Female,2000-08-13,63587-8956294-3,Peshawar,Balochistan,fatima.shaikh2111@student.university.pk,03285268530,COMSATS University Islamabad,North Campus,BS Artificial Intelligence,BS-AI,2019,121,396.5,3.28
2112,2022-BS-AI-2112,Danish Syed,Male,1999-06-01,53480-7375305-2,Faisalabad,Balochistan,danish.syed2112@student.university.pk,03084704673,National University of Sciences and Technology,South Campus,BS Artificial Intelligence,BS-AI,2022,138,466.90000000000003,3.38
2113,2020-BS-AI-2113,Hamza Raza,Male,2007-10-15,30219-5118292-5,Islamabad,Islamabad Capital Territory,hamza.raza2113@student.university.pk,03282010674,National University of Computer and Emerging Sciences,Main Campus,BS Artificial Intelligence,BS-AI,2020,118,388.9,3.3
2114,2022-BS-AI-2114,Muhammad Javed,Male,2003-09-20,63674-9308229-8,Quetta,Balochistan,muhammad.javed2114@student.university.pk,03850000379,University of Lahore,South Campus,BS Artificial Intelligence,BS-AI,2022,121,411.1,3.4
2115,2022-BS-AI-2115,Fahad Butt,Male,2001-08-19,53872-3458857-1,Rawalpindi,Balochistan,fahad.butt2115@student.university.pk,03447678462,University of Karachi,North Campus,BS Artificial Intelligence,BS-AI,2022,122,406.3,3.33
2116,2022-BS-AI-2116,Hamza Qureshi,Male,1998-11-29,45984-8673126-4,Multan,KPK,hamza.qureshi2116@student.university.pk,03554258702,University of Karachi,City Campus,BS Artificial Intelligence,BS-AI,2022,114,368.9,3.24
2117,2019-BS-AI-2117,Ali Chaudhry,Male,2003-11-27,90884-9271499-6,Faisalabad,Punjab,ali.chaudhry2117@student.university.pk,03669560834,National University of Sciences and Technology,Main Campus,BS Artificial Intelligence,BS-AI,2019,119,401.8,3.38
2118,2021-BS-AI-2118,Maham Syed,Female,2001-01-03,24626-7766294-7,Faisalabad,KPK,maham.syed2118@student.university.pk,03519655821,National University of Sciences and Technology,South Campus,BS Artificial Intelligence,BS-AI,2021,130,434.0,3.34
2119,2019-BS-AI-2119,Maryam Khan,Female,2007-01-27,24451-7643820-3,Karachi,Islamabad Capital Territory,maryam.khan2119@student.university.pk,03357105377,University of Lahore,City Campus,BS Artificial Intelligence,BS-AI,2019,131,435.5,3.32
2120,2021-BS-AI-2120,Ali Rana,Male,2004-06-15,80968-4606539-4,Multan,Punjab,ali.rana2120@student.university.pk,03247685903,COMSATS University Islamabad,City Campus,BS Artificial Intelligence,BS-AI,2021,108,345.7,3.2
2121,2019-BS-AI-2121,Farhan Yousaf,Male,2002-08-08,93069-9491800-0,Karachi,Islamabad Capital Territory,farhan.yousaf2121@student.university.pk,03844096640,Punjab University College of Information Technology,Main Campus,BS Artificial Intelligence,BS-AI,2019,128,433.7,3.39
2122,2022-BS-AI-2122,Ayesha Qureshi,Female,2000-03-16,41720-7286891-8,Peshawar,Islamabad Capital Territory,ayesha.qureshi2122@student.university.pk,03019662262,National University of Sciences and Technology,City Campus,BS Artificial Intelligence,BS-AI,2022,120,380.7,3.17
2123,2021-BS-AI-2123,Aimen Mirza,Female,1999-03-04,42118-3587735-6,Quetta,KPK,aimen.mirza2123@student.university.pk,03446583139,Punjab University College of Information Technology,Main Campus,BS Artificial Intelligence,BS-AI,2021,124,422.9,3.41
2124,2021-BS-AI-2124,Imran Mirza,Male,2007-08-07,37028-7628472-4,Peshawar,Balochistan,imran.mirza2124@student.university.pk,03276541473,COMSATS University Islamabad,Main Campus,BS Artificial Intelligence,BS-AI,2021,120,385.7,3.21
2125,2021-BS-AI-2125,Hassan Hussain,Male,2005-12-20,15580-3864080-1,Quetta,Balochistan,hassan.hussain2125@student.university.pk,03794092422,University of Lahore,City Campus,BS Artificial Intelligence,BS-AI,2021,122,405.3,3.32
2126,2020-BS-AI-2126,Maham Qureshi,Female,2004-03-31,21710-3662793-6,Rawalpindi,Sindh,maham.qureshi2126@student.university.pk,03770933337,National University of Sciences and Technology,North Campus,BS Artificial Intelligence,BS-AI,2020,127,424.5,3.34
2127,2021-BS-AI-2127,Imran Butt,Male,2000-06-10,61829-1042407-7,Quetta,Balochistan,imran.butt2127@student.university.pk,03796080235,University of Karachi,North Campus,BS Artificial Intelligence,BS-AI,2021,112,361.8,3.23
2128,2021-BS-AI-2128,Farhan Rana,Male,1998-12-03,58539-2149603-2,Lahore,Islamabad Capital Territory,farhan.rana2128@student.university.pk,03818680409,Punjab University College of Information Technology,South Campus,BS Artificial Intelligence,BS-AI,2021,126,412.3,3.27
2129,2022-BS-AI-2129,Laiba Ahmed,Female,2006-11-25,46122-3983710-8,Peshawar,Islamabad Capital Territory,laiba.ahmed2129@student.university.pk,03255506952,COMSATS University Islamabad,Main Campus,BS Artificial Intelligence,BS-AI,2022,112,367.6,3.28
2130,2019-BS-AI-2130,Danish Mirza,Male,2001-01-19,73099-1314439-5,Multan,Balochistan,danish.mirza2130@student.university.pk,03657043979,Punjab University College of Information Technology,North Campus,BS Artificial Intelligence,BS-AI,2019,130,429.0,3.3
2131,2022-BS-AI-2131,Laiba Butt,Female,2005-04-10,23349-6641936-6,Rawalpindi,KPK,laiba.butt2131@student.university.pk,03367969895,University of Karachi,South Campus,BS Artificial Intelligence,BS-AI,2022,135,435.90000000000003,3.23
2132,2021-BS-AI-2132,Hussain Khan,Male,2007-04-23,24752-6801128-3,Peshawar,Islamabad Capital Territory,hussain.khan2132@student.university.pk,03075347509,Punjab University College of Information Technology,City Campus,BS Artificial Intelligence,BS-AI,2021,114,364.1,3.19
2133,2022-BS-AI-2133,Sadia Ilyas,Female,1999-05-27,69618-4837220-4,Karachi,Sindh,sadia.ilyas2133@student.university.pk,03126518086,National University of Sciences and Technology,North Campus,BS Artificial Intelligence,BS-AI,2022,121,393.2,3.25
2134,2021-BS-AI-2134,Maryam Sheikh,Female,2007-03-08,71380-9396686-5,Peshawar,Islamabad Capital Territory,maryam.sheikh2134@student.university.pk,03727916976,COMSATS University Islamabad,North Campus,BS Artificial Intelligence,BS-AI,2021,115,377.6,3.28
2135,2021-BS-AI-2135,Khadija Ahmed,Female,2000-07-03,95026-7276231-7,Quetta,KPK,khadija.ahmed2135@student.university.pk,03751476044,National University of Computer and Emerging Sciences,South Campus,BS Artificial Intelligence,BS-AI,2021,136,446.3,3.28
2136,2021-BS-AI-2136,Danish Hussain,Male,2000-08-31,73698-6056852-7,Islamabad,Islamabad Capital Territory,danish.hussain2136@student.university.pk,03560047011,National University of Sciences and Technology,Main Campus,BS Artificial Intelligence,BS-AI,2021,133,418.9,3.15
2137,2020-BS-AI-2137,Sara Javed,Female,2002-07-07,63810-3812604-3,Karachi,Punjab,sara.javed2137@student.university.pk,03845231001,University of Lahore,Main Campus,BS Artificial Intelligence,BS-AI,2020,119,391.6,3.29
2138,2022-BS-AI-2138,Zain Ilyas,Male,1998-01-08,93047-2610881-4,Peshawar,Sindh,zain.ilyas2138@student.university.pk,03723658263,National University of Sciences and Technology,South Campus,BS Artificial Intelligence,BS-AI,2022,128,413.9,3.23
2139,2019-BS-AI-2139,Hafsa Syed,Female,2001-04-06,77921-4636496-7,Lahore,Islamabad Capital Territory,hafsa.syed2139@student.university.pk,03552861321,University of Karachi,North Campus,BS Artificial Intelligence,BS-AI,2019,116,393.9,3.4
2140,2019-BS-AI-2140,Madiha Yousaf,Female,1998-06-01,12529-2305822-7,Lahore,Balochistan,madiha.yousaf2140@student.university.pk,03035630687,University of Karachi,South Campus,BS Artificial Intelligence,BS-AI,2019,115,378.1,3.29
2141,2019-BS-AI-2141,Ayesha Malik,Female,2006-07-02,74078-8255745-9,Lahore,Balochistan,ayesha.malik2141@student.university.pk,03061434597,Punjab University College of Information Technology,North Campus,BS Artificial Intelligence,BS-AI,2019,123,409.8,3.33
2142,2020-BS-AI-2142,Danish Rana,Male,2005-08-16,97108-8117239-7,Lahore,Balochistan,danish.rana2142@student.university.pk,03224742738,University of Lahore,North Campus,BS Artificial Intelligence,BS-AI,2020,118,373.8,3.17
2143,2022-BS-AI-2143,Maryam Shaikh,Female,2000-03-21,15960-9204893-0,Faisalabad,Balochistan,maryam.shaikh2143@student.university.pk,03359394059,University of Lahore,North Campus,BS Artificial Intelligence,BS-AI,2022,103,339.3,3.29
2144,2019-BS-AI-2144,Hira Hussain,Female,2003-12-28,35408-1122496-1,Rawalpindi,KPK,hira.hussain2144@student.university.pk,03138673093,COMSATS University Islamabad,North Campus,BS Artificial Intelligence,BS-AI,2019,122,404.8,3.32
2145,2020-BS-AI-2145,Sana Malik,Female,2004-10-08,66651-7797936-3,Multan,KPK,sana.malik2145@student.university.pk,03276102083,University of Lahore,North Campus,BS Artificial Intelligence,BS-AI,2020,130,453.70000000000005,3.49
2146,2019-BS-AI-2146,Hafsa Javed,Female,2002-12-14,69805-4830696-5,Lahore,KPK,hafsa.javed2146@student.university.pk,03812999320,COMSATS University Islamabad,Main Campus,BS Artificial Intelligence,BS-AI,2019,119,390.2,3.28
2147,2020-BS-AI-2147,Madiha Hussain,Female,2002-05-16,71718-5436173-1,Karachi,Islamabad Capital Territory,madiha.hussain2147@student.university.pk,03255997104,COMSATS University Islamabad,South Campus,BS Artificial Intelligence,BS-AI,2020,116,382.40000000000003,3.3
2148,2019-BS-AI-2148,Fahad Javed,Male,2004-07-17,44583-3791582-5,Lahore,Sindh,fahad.javed2148@student.university.pk,03227236582,COMSATS University Islamabad,City Campus,BS Artificial Intelligence,BS-AI,2019,119,394.7,3.32
2149,2022-BS-AI-2149,Fahad Sheikh,Male,1999-03-20,51742-8574995-4,Multan,Islamabad Capital Territory,fahad.sheikh2149@student.university.pk,03929696011,National University of Sciences and Technology,North Campus,BS Artificial Intelligence,BS-AI,2022,116,371.5,3.2
2150,2019-BS-AI-2150,Aimen Shaikh,Female,2005-11-07,24336-9737102-1,Rawalpindi,Punjab,aimen.shaikh2150@student.university.pk,03552550453,National University of Sciences and Technology,North Campus,BS Artificial Intelligence,BS-AI,2019,113,380.0,3.36
2151,2020-BS-AI-2151,Zainab Qureshi,Female,2002-04-14,17594-4457407-8,Multan,Punjab,zainab.qureshi2151@student.university.pk,03812454882,University of Lahore,North Campus,BS Artificial Intelligence,BS-AI,2020,117,388.0,3.32
